"class"	"text"
0	El baseball (deporte oficial de USA, País que en palabras de un dictador venezolano es el  imperialismo yanqui ) distrajo a la administración federal de la crisis de Salud que se vive en México. Alcanzará el resto del período para atender el desabasto resarcir los daños? ??
0	El caso es que, los menos afectados directamente, son los que más han vociferado en contra de los migrantes, la gente pobre de Chiapas en general, les dio apoyo...#CaravanaMigrantes
1	El centro comercial #LasAmericas en plenas compras navideñas, se encuentra completamente cerrado. Afectados directamente por la situación que al momento se presenta en #Tijuana por #CaravanaMigrante
0	El Chaparral, #migrant camp in #Tijuana with between 1500-1700 mostly central american and #Haitian #asylum seekers has been  #caged  and ID has been issued to prevent newcomers with 24h police surveillance. #Contention is not a solution! https://t.co/NBpSrkh9Lb
1	El conflicto no es que crucen Mexico de manera Ilegal El problema sera en la frontera Norte. Estados unidos no esta dispuesto a dejar pasar gente de manera Ilegal. Que va a hacer la Secretaria de Gobernacion, o la oficina de Imigracion? Quien en Mexico les dara asilo o trabajo?
1	El conformismo a su Máximo esplendor.   Mientras la inflación al 10% ¿de qué sirve un aumento al salario?  La inseguridad creciendo a Máximos históricos, cómo nunca antes la impunidad de los delincuentes.   Por sí fuera poco, los indocumentados sin control #Mexico #seguridad
0	EL CRUCERO DEL ARTE Organizado en conjunto por el Inst. de Cult. Benito Juárez, El Centro de Apoyo a Indígenas Migrantes, y Cultura Global https://t.co/5h3iGuTIWd
1	El derecho de los paises a administrar sus fronteras 👏🏽
0	El deseo de muchos hondureños en éstos momentos??????
0	El día de ayer estuvimos con DREAMS en el INM, pasando tiempo con migrantes detenidos de Centroamérica. Ven y únete! #SIM #ByPrayer https://t.co/UaqXid4G1Q
0	El discurso gringo imperialista de  Support our troops   agradece a los soldados combatiendo en (inserte país) por dar libertad y seguridad al pueblo norteamericano.  Dios y su humor negro.
0	El estado de Derecho no existe, la @Paot ya actuó pero no va a pasar nada ni suspensión ni llamada de atención y el daño ambiental ahí está @PROFEPA_Mx @SEGOB_mx #migracion #Ambiente #cuidemoselplaneta #greenpeace #arboles
0	El Estado debe velar por el respeto irrestricto de los derechos humanos de los migrantes: Eufrosina Cruz https://t.co/2RktIoCvSB https://t.co/BHeeA5H26s
0	El Estado debe velar por el respeto irrestricto de los derechos humanos de los migrantes: Eufrosina Cruz https://t.co/QaOkWsVjzH https://t.co/cLWVtS1MsZ
0	El estudiante colombiano que cayó en las garras del Instituto Nacional de Migración ...!!!  https://t.co/x6ygBQiio2
0	El ex Presidente de Estados Unidos, Donald Trump, presumió haber  doblado  al Gobierno del Presidente Andrés Manuel López Obrador y que consiguió 'soldados gratis' en la frontera para frenar la migración tras amenazarlo con imponer aranceles a las importaciones https://t.co/4q78AMBECj
1	El ganso cancela programas necesarios, para programas clientelares especialmente para @migrantes.#AmloMxTeReclama #AMLORENUNCIA #amloApátrida #amloAsesino #amloEcocida #amloRata #amloMiente #amloTraidor #AMLONoSabeGobernar #amloCobarde #NarcoMorena #TransformaciónDe4a https://t.co/ccKwqTvzdL
1	El Ganso se enfrentará ante la realidad: no es posible su proyecto ecocida del #TrenMaya ¿qué le va a prometer ahora a sus sicarios migrantes?#amloApátrida #amloAsesino #amloEcocida #amloRata #amloMiente #amloTraidor #AMLONoSabeGobernar #amloCobarde #NarcoMorena https://t.co/ggSaIRFCbr
0	El gasto de México en relación a migrantes con: Trump: miles de millones de dólares, en  contencion, deportación,  albergue y alimentos. De haber ganado Hillary y demócratas: miles de millones de dólares en  albergue, vivienda,  alimentos,  trasporte, mariachis, becas, salario
1	El gobierno actual. es el responsable por permitir que los migrantes Hondureños se hayan apropiado de nuestro pais haciendo lo que les viene en gana. Y nuestros indigenas Chiapanecos porque no reciben esos 2 mil pesos que el gobierno esta dando a estos extranjeros?
0	El gobierno de Cuba armó hoy su farsa de circo en el consulado de Cancún con puros acarreados casi todos mexicanos se notaban algunos cubanos con cara de chivatones En eso se las gastan los comunistas mientras el pueblo cubano sufre de hambre y miseria https://t.co/Bjp65Hn6OS
1	El gobierno de la República y el gobierno estatal como farol de la calle con el tema de los migrantes.  No rechazo a los hermanos centroamericanos, pero si algo está claro, son las prioridades para la administración pública
0	El gobierno debe mostrar inteligencia y carácter para hacer frente al fantoche descartado de Trump, es de familia de inmigrantes https://t.co/EDNwQ6QIV9
1	El Gobierno Mexicano debería de estar llenando los tribunales de EUA para defender los derechos humanos de los migrantes, @jenarovillamil
1	El gobierno mexicano deberías retener a los migrantes para ponerlos a trabajar en las minas del desierto y claro, a veces pagarles.
1	El gobierno mexicano, está obligado a deportarlos y hacer valer el estado de derecho. ya te perdimos!!!
0	El guatemalteco concluyó los 42km en la tercera posición, con un tiempo de 2 horas, 28 minutos y 27 segundos. El mexicano Procopio Franco (2:27:42) y el colombiano Juan Carlos Cardona (2:24:35) fueron oro y plata, respectivamente. #PasiónPorGuatemala
0	El hermano del alcalde de Chiapa de Corzo es señalado de encabezar una banda de extorsionadores y de secuestro de migrantes #HechosAM
1	El hombre d la izquierda es un migrante centroamericano q recibirá $5000 mientras permanezca en Mx. El mexicano discapacitado d la derecha  tubo q migrar a E.U.  p trabajar en el campo xq aquí  no consiguió TRABAJO. ¿Es burla pgLAGARTO? #DesPEJEmosMexico https://t.co/fHynZKe5QO
1	El hondureño solo piensa en cojer 🙄
0	el humor negro de Monty Python llevado al absurdo
1	El IMSS adoptó 25 mil guatemaltecos...
0	El Instituto Nacional de Migración rescató en Tabasco a 132 migrantes de Honduras, El Salvador, Guatemala y Ecuador. https://t.co/WAutrYzqnG
1	El irrespeto a la soberanía y legislación d un país es lo q me hace estar en contra d toda esta gente, porq no es la forma d hacer las cosas y los gobiernos primero deben procurar trabajo y bienestar para SU GENTE y no para los extranjeros #CaravanaMigrante #NoALaCaravanaMigrante
0	El kk's ?? ?? quiere darle IMSS a los guatemaltecos y no tiene para quimios para los niños con cáncer, puro populismo, díganle que no mame.
0	El liderazgo del presidente @lopezobrador_ en Latinoamérica no se vio antes con otro presidente, aplaudo la iniciativa de afiliar a @Tu_IMSS a trabajadores guatemaltecos, la cooperación entre naciones es indispensable para el desarrollo e impulsar el bienestar de los pueblos. ???? https://t.co/YRZuGProP9
0	El mascara venezolano Wilson Ramos acuerda con los #Tigres de Detroit por una temporada y $2 millones, según reporte de @josefriverap. El veterano regresa a sus 33 años para su duodécima campaña en las Mayores Dos veces All Star, Ramos posee una línea vitalicia 274./321./434./755 https://t.co/ZWKax64el7
1	El muro será construido sólo para cumplir la promesa de evitar el paso de migrantes, la guerra será desde el origen de los migrantes
0	El negro ?? en Los mas lindo de atlantida https://t.co/1KRr3CReJW
1	El novio de mi sobrina es salvadoreño y ya con eso se cumple una de mis pesadillas. Bueno con eso y que dice dijistesss, fuistesss, dormistesssss. 🙉
0	EL PACTO MUNDIAL A UNA MIGRACIÓN SEGURA, REGULAR Y ORDENADA AL QUE ASPIRAMOS, DEBE VER EN MIGRANTE ALIADO DEL DESARROLLO: @EPN @un @SRE_mx
0	El Parque Ecológico Braulio Fernandez where Haitian migrants are camped in Acuña is closed. Mexican authorities have blocked the entrance. It’s unclear if migrants are being transferred out of here. https://t.co/mCB954eosA
1	El peje ni idea tiene de que esta caravana del hambre, nada tiene de espontánea, está teledirigida, por el gobierno de Honduras y George Soros, con vistas a poner piedras a la reelección de Trump, el prox 6 de noviembre. !hasta les va a conseguir chambitas!
0	El Poeta y Ensayista Jorge Pech presentará, el  libro Ronda para los Niños Migrantes del Mto Fulgencio Lazo. Museo Tamayo Oaxaca/ martes 16 Julio/ 19 hr  #OaxacaEsCultura #OaxacaLoTieneTodo https://t.co/KE41gTtffQ
1	El Presidente AMLO le dara becas a los ninis mexicanos por no hacer nada y pondra a trabajar a los centroamericanos. #TieneLogica #PlanMalevolo
0	El PRESIDENTE la usa para separar mas a la sociedad .. Ya fifis y chairos no es banstante necesitamos NACOS ..al rato mestizo es igual a gandalla ! ... Ya conservadores y liberales no checa ...como que se mezclan mucho ....blancos y negros no tenemos !
0	El presta nombre de Salinas??(cómo ser el hombre más rico de el mundo!!naciendo en la merced???de padres migrantes??) https://t.co/WLXddNXJDq
0	El primer migrante que deportara el sr Trump...es aleman y se llama Jurgen K. https://t.co/TPZ5QOtDKU
1	El problema de los delincuentes,que no migrantes,fue creado por el protector de narcos de SEGOB,Alejandro Encinas Rodríguez que convenció al ELECTO,de presionar a Trump con miles de delincuentes en su frontera sur,se la pelo,el pendejo del norte Donald Trump se los cogió.
1	El problema es que el gobierno federal está dejando solos a los estados fronterizos, los cuales ya tienen otros problemas. Si la migración no es controlada y ordenada los efectos pueden ser negativos para esas entidades. Los DDHH no deben estar al margen de la ley.
1	El problema no es que pasen, el problema es que se queden en el camino. Y comienzan los Juegos del Hambre. 😬😱 #Mexicanos #Mexico #CaravanaMigrantes
1	El problema no es que sean migrantes, el problema es la forma de entrar al país a la fuerza y con violencia
0	El pseudoprogresismo guatemalteco comparte escenario, cámaras, micrófonos, discurso y posicionamiento ideológico - político con los poderes reales, y algunos fácticos, del status quo. Su misión, colorear de radical todo aquello que vaya contra los intereses del establishment.
0	El rap cubano... https://t.co/gUjnGV8ZqT
0	El rechazo de contratación de médicos cubanos es parte del pensamiento conservador, consideró el Presidente. Afirmó que los médicos que firman los documentos  son los mismos que defendieron el “sistema de corrupción que dejó de invertir en educación pública”. https://t.co/LQuxiahfiY
0	El recibimiento de AMLO a caravanas centroamericanas pudo aumentar la migración. https://t.co/Zm2ElDmv8J
0	El robo a la población de lo que la @CIDH ha denominado “proyecto de vida”, porque con lo robado o despilfarrado se les niega el acceso a una vida digna a los guatemaltecos. (Ver sentencia Villagrán Morales y otros Vs. Guatemala)… ????
0	El Salvador pide calma a migrantes salvadoreños en EU https://t.co/KuzABiVlfx
1	El secretario de Gobernación, Alfonso Navarrete Prida, denunció que los miles de hondureños de la #CaravanaMigrante entraron por la fuerza a México, lastimando a policías mexicanos que estaban en la frontera
0	El secretario de Salud, Dr. Rafael Arroyo Yabur asiste al evento de Entrega de Apoyo a Migrantes en Palacio de Gobierno. https://t.co/3w4sRb7c2I
0	El socialismo ha traído para los cubanos  igualdad  en la pobreza y enormes caudales inmobiliarios y financieros para sus dirigentes. https://t.co/ICM58zchcE
1	El sueldo de los médicos cubanos que vienen a trabajar a México los pagan los impuestos de todos los mexicanos..  Porque tenemos un Presidente candil de la calle y oscuridad de su casa…  No lo olvides …
0	El tema de los migrantes centroamericanos es extraordinariamente complejo para abordarlo de forma simplista.  Pero algo puedo decir, jamás hubiera pensado que el primer gobierno de izquierda en México implementara políticas tan crueles con los migrantes.
1	El típico que dice que bueno, que se vayan los gringos, nadie los quiere aquí Las teorías que dicen que es que la culpa la tiene la caravana migrante o es que Trump no iba a dejar que se realizara el juego
1	El tipo es despreciable, pero lo que a veces ha comentado en relación con este tipo de asuntos es cierto; a la larga, estos flujos migratorios generan  problemas sociales, ya sea en México o aquí en USA. Son crisis que le cuestan a un gobierno sin ser responsables de ello.
1	El trabajo que no hace el mexicano lo hace el haitiano y mal
0	El venezolano HERNÁN PÉREZ se unirá a la pretemporada de nuestros Toros.  Estará reportando a CDMX para el inicio de la Interliga Mexicana de Beisbol.  #TorosNews #TorosDeTijuana #Refuerzos2022. https://t.co/uSStQWFUPD
0	El venezolano Miguel Cabrera alcanza los 3000 hits. ??  Los NY se lo negaron al darle base intensional.
0	El venezolano que vote mañana 21nov2021 no es PATRIOTA. ????????  “La patria es del tamaño del corazón de quien la quiere”.  Renny Ottolina
0	El verdadero hilo negro!!!
0	El verdadero logro del cuatrote. Nos quiere como cubanos prisioneros en Cuba. Y va rápido, ya tumbó el bienestar de las familias y nos regresó al nivel de sexenios pasados. Y apenas va a la mitad.
0	El yanqui de la cubana, se enamoró ??
1	Ellos son los que se expusieron... No pongan a México ni a Guatemala como los malos... Ellos ya sabían que eso podría ocurrir… NoaLaCaravanaMigrante #PrimeroMéxico
0	Empezarán trayendo médicos cubanos ...y después presidente???
0	Empresarios en Chiapas incómodos con presencia migrante... https://t.co/Zl98fWmcyA
0	Empresas de Vino fundadas por migrantes mexicanos en USA. https://t.co/Bl06FkO5i1. Otras noticias de HOY 18/10 https://t.co/AL9r72NqYN https://t.co/9TsMKD5L6G
0	En 1993 a mi papá lo mandaron ha hacer su último año de recidencia a Chiapas, a una comunidad que se llama  Las Margaritas , pero el hospital aún ni existía, la terminó en San Cristóbal de las Casas. Los médicos cubanos, no vienen a quitar ningún puesto, ya que... Continúa.
1	En algo tiene razón y es que en realidad MÉXICO NO ESTA HACIENDO NADA para detener el flujo de inmigrantes. Y justo nosotros (JRZ) por ser frontera seremos de los más afectados 🇲🇽💔
0	En Arriaga, más de 38 mil migrantes han recibido ayuda: Activista - El Estado https://t.co/AQHO9nWAyI
0	En blanco y negro no es... https://t.co/LeMMVwSwyB
1	En breve manden a la migra al petco park  #dodgersvspadres
1	En cambio defienden a un montón de inmigrantes ilegales que vienen a saquear nuestro país, a delinquir y encima a exigir derechos con los cuales no cuentan en México porque no son mexicanos y están en México de manera ilegal...
1	en cuando al avion presidenciaL... ¿Y si esos recursos los ocupa para universitarios mexicanos en lugar de migrantes extranjeros?
0	En dos meses han ingresado a #México más de 20 mil migrantes africanos. https://t.co/rb5vuRBT9a https://t.co/BxTuMKxb5k
0	En el semestre más violento de los últimos doce años (12 mil asesinatos, 10 feminicidios al día, 7 comunicadores y 11 defensores asesinados), la 4T dedica sus energías y medios para criminalizar a migrantes, periodistas, científicos y artistas.
0	En esta hora de la Misericordia; Te pedimos por todos los migrantes, por esos hermanos, que, por buscar una mejor oportunidad de vida dejan su patria, familia y comodidades, sus tierras y muchos  arriesgan sus vidas y sus familias en el desierto,  en el camino...  Ten Misericordi https://t.co/WpofYG6zir
0	En estas condiciones tiene el gobierno de los Estados Unidos a los migrantes, aquel que habla de libertad, aquel que protege y se dice El sueño americano y que curiosamente se construyó con sangre migrante, gracias Tío Sam. @POTUS https://t.co/FTNGeGBAr0
1	En este país te conviene más ser centroamericano que mexicano...
1	En esto no coincido contigo dejate de sentimentalismos y mira la realidad! Qué es lo que quieres que haga México, que los deje entrar al territorio a pedir dinero en las calles, a robar, a hacer desmadre? Si tanto te preocupan llevatelos a tu casa!
1	En estos tiempos yo no le abriría la puerta de mi casa a un desconocido por mi seguridad y la de mi familia. #NoALaCaravanaMigrante
0	En estos vasos pensé que era te negro pero es victoria jajajajja https://t.co/yDTl415AeW
0	en EU ganan hasta seis veces mas que un profesionista en Mexico https://t.co/iImnyDRLan #insurgente  #MejorTeIgnoroPorQue Migrantes
0	en EU ganan hasta seis veces mas que un profesionista en Mexico https://t.co/Y1jrGIhn0C  #FelizLunes #elinsurgente Migrantes
0	En Guatemala decimos NO a una injerencia más de la onu por medio de la oms..  Vayan a chingar a su madre y Guate la dejan en paz hdp!! https://t.co/vvj3gkw5Wu
0	En Honduras el “voto castigo” castigará más pronto que tarde a los hondureños. OJO ?? Guatemala. ????????
0	En Indesol seguimos atendiendo a OSC que apoyan a los migrantes en está crisis humanitaria en el Norte del País @LuisEMirandaN @Lmontemayorm
0	En La Colmena la torta cubana Sale Hot  #HotSale https://t.co/nTOAktRWrj
1	En la forma del pedir está el dar, los migrantes hoy en México exigen, lo que en su país no defendieron
0	En la vorágine negra del aire nocturno, el letrero luminoso del OXXO.
1	En las ciudades concentradoras de migrantes va a ser un infierno vivir.
1	En los tiempos actuales porque no hacen un consulta popular para determinar que acciones quieren los habitantes de Tijuana tomar en el  caso de los migrantes #Tijuana
0	En los tiempos más negros desde Matulsenk...Canacintra alerta que se aproxima un “panorama más negro” https://t.co/1FFfrrdMxI vía @La Otra Opinión
0	En lugar de decir q lo quieren derrocar, Giammattei debería ser honesto decir que el 80% de los guatemaltecos no lo quieren de presidente. https://t.co/1H55suqD2J
0	En lugar de ir por unas chelas, vine a echar chisme y chilaquiles con vista al monumento a la revolución, ya soy cinturón negro tercer dan en ser señora, manos U_U
0	En materia de política migratoria, creo que primero debemos dejar claro, MÉXICO NO ES UN PAÍS SEGURO PARA L@S MEXICAN@S, mucho menos lo es para migrantes. El primer maltrato que reciben es de Migración, la discriminación y la caza terrible de tratantes. ¿Cual tercer país seguro?
1	En Matías Romero #Oaxaca batalla campal entre migrantes la mayoría en estado de ebriedad y algunos otros bajo los influjos de alguna droga alerta @EPN @lopezobrador_ @INAMI_mx @cometaof69 @AconReg @alfonso43633693 @RocioAragonOax @p360mx @urbanosoax @oaxacavial
1	En Mexicali tenemos un problema con miles de haitianos que no los dejaron pasar a EEUU y si llega esa caravana se quedarán aquí.
0	En México ya necesitamos 500 agentes de la DEA para combatir al crimen organizado; y nó queremos no dictadura ni médicos cubanos.  En México tenemos 55 millones de pobres y 12 millones extrema pobreza. 35 millones sin servicio médico “CONEVAL”
1	En mi colonia ya tenemos bastes hondureños taloneando, como para que lleguen más, y tampoco les importa tener a sus hijos en brazos, ven a entrevistarlos s Tlalnepantla o al centro de Toluca.
0	En Miguel Aleman la gobernadora @ClaudiaPavlovic hizo entrega de #VillasDelPapaFrancisco, una casa hogar con escuela para la niñez migrante. Es un proyecto único en su tipo a nivel nacional. https://t.co/40QnY3kxy5
0	En Palacio de Gobierno, el gobernador @nunezarturo preside entrega de Apoyo a Migrantes https://t.co/RTUlvtA6yD
1	En que mundo vives @jorgeramosnews si sabes la situación actual del pais. Que quieres que pasen sin ningun problema. En ese caso vamos todos los mexicanos hacer lo.mismo en la frontera de USA. y nos vamos a vivir a tu casa sin conocernos sin saber que he delitos he cometido..
1	En serio, no es la manera de hacer las cosas. Aunque me pregunto ¿quién está organizando estas movilizaciones? ¿Cuál es el motivo de organizar una emigración masiva si no van a poder cruzar la frontera norte?
1	En total desacuerdo señor presidente, Mexico no es casa de ningún individuo migrante bajo estándares ilegales que profanaron nuestra soberanía nacional, se debe priorizar este derecho humano a los mexicanos que así lo requieran antes de dar acceso a delincuentes.
0	En un evento donde el INE les a demostrado que la imparcialidad es lo fundamental entonces por qué no se a pronunciado nuestro líder que anda exigiendo que asistan líderes de otras Naciones que no respetan la libertad de su población y cuando es alguien  https://t.co/UvxYwz5a9W
0	En un mundo donde ¿Dios existe?,   1.- Tenemos a Romero Deschamps amparado y protegido por el PODER JUDICIAL y una constitución que protege a criminales.  2.- Tenemos una migrante guatemalteca que llora pide permiso a la GN para pasar a Mex y darle una mejor vida a su hijo.
0	En un país formado por la migración, los migrantes votan por no tener más migrantes.
0	En unidad y con dignidad por nuestros migrantes #MexicanosUnidos 🇲🇽 @LauraHerrejon @RosyOviedo @WallaceIsabel   https://t.co/lncCcwRWwd
0	En Venezuela todo es informal  Muchos venezolanos todavía en aprendizaje “Incompetencia Consciente”. Llevan décadas esperando que alguien más resuelva. El país en ruinas y continúan en “guachafita”. Merecen lo que están viviendo, por no querer a su patria ni a ellos mismos. ????????
1	En Venezuela todo es informal. y no pasa nada  y nadie hace nada  Se les ha ido la vida esperando que alguien más resuelva. Todavía viven en “guachafita” Los venezolanos merecen lo que están viviendo, por faltos de dignidad, por no querer a su patria.  @ComVoluntarioSC ????????
1	En verdad que insistes en una pendejada. Estás hablando de que el gobierno se vuelva pollero. Si tanto te importan estos inmigrantes, dales de comer tu
0	En videoconferencia que se realizó en días pasados entre secretarios de salud de la frontera sur se trató el tema de la atención a los migrantes en territorio mexicano y  son dos sitios en los que dan atención a migrantes sin importar su estatus, se prioriza la atención. https://t.co/UdVh2tbcin
1	Encima de mantenidos arrimados e invasores...... Gracias López.... Inepto
0	Endeudaron hasta la cuarta generación de muchos guatemaltecos, compraron pruebas falsas, no hay vacunas. ¿Dónde está el dinero? ??
0	ente Migrantes en EU ganan hasta seis veces mas que un profesionista en Mexico https://t.co/RN6mwsjt1p  #FelizLunes #elinsurg
0	Entonces de que se quejan de que vengan médicos cubanos a trabajar en donde ustedes no quieren por comodidad. Es solo golpear al gobierno por gusto. no mamen.
1	Entonces para la clase política es vital que los migrantes no sean deportados ¿Qué harán, generar las condiciones para vida y trabajo digno?
1	Entonces, según tu... debemos aceptar que entren violentamente al país? Y tratarlos humanamente, cuando se comportan como animales?? Discúlpame, pero no estoy de acuerdo. Y cada quien debe ser responsable de sus actos, si ya decidieron ser migrantes, pues...
0	Entre dictadores. ¿Cuántas  aportaciónes  al gobierno cubano se necesitan para ganar una medalla?
1	Entre más se les proteja,den todo lo necesario, derechos humanos los vigile,pues muy cómodo,hasta se me antoja unirme a la caravana.
0	Entrega @GobOax apoyos económicos a migrantes mixtecos repatriados | @alejandromurat https://t.co/dXPBjZnu81 https://t.co/vYiDGfGnmZ
0	Entrega @SEDESOL_mx recursos del 3x1 a proyectos migrantes a favor del desarrollo social de #Huaniqueo #Michoacan @EPN @LuisEMirandaN https://t.co/qKYfiRcFnN
0	Entregamos junto el Instituto de Migración del @GobEdoSLP apoyos a migrantes para proyectos productivos a vecinos de la Delegación de Bocas. https://t.co/SxyeQB7yDk
0	Entregan apoyos federales a 19 migrantes del municipio de Sinaloa https://t.co/wx6aDlmYMn https://t.co/dBLFRtG21y
0	Entrevista a nuestro director @RRIIAnahuacQro @SalvadorScobar en @TelevisaQRO . #migración 2017 https://t.co/ZguF1SDQAR
0	Entrevista que hice #Phoenix a #LopezDoriga #AgendaMigrante Trump no va a cambiar Afirma López Dóriga https://t.co/U0klFrZYAU vía @YouTube
0	EPN se reúne con migrantes deportados de EU  https://t.co/FEPo5DZCos https://t.co/FVBVSBoIlz
1	Era obvio que si me subía a una combi de Ayometla me iba a tocar puro hermano migrante de Ayometla y Ayometitla. Ya estuvo que nos fuimos por la Central.
0	Error traer la negra en clásico ? https://t.co/LEc1MXTccO
0	Es cierto q la mamá de @POTUS fue una migrante ilegal que llegó a EU para trabajar como empleada doméstica… hasta que se casó con su jefe?
1	Es claro que no se puede generalizar, pero que se pongan exigentes los migrantes de lo que quieran comer...No pues wow!!
0	Es complejo tomar ideas que te presentan y trasladarlo a vestuario, la bruja de la última foto tuvo 4 diferentes opciones antes de llegar a la versión final y para los niños teníamos chalecos salvavidas negros, con el calor la pintura se derritio y se les pego ?? los eliminamos.
0	Es común, pero no por eso correcto,  referirse a la impuntualidad como “La hora chapina”. Sin embargo, como ciudadanos no podemos permitirnos llegar tarde al futuro.
0	Es difícil que se cumpla todo lo que dijo Trump  @LuisMigranteDGO  vía telefónica con @Vargasquinones https://t.co/aJs3hPq45S …
0	Es el real motivo porque a los migrantes se les da solamente frijoles y tortilla.
1	Es inadmisible que permitamos que un extranjero, sea la condición que sea, agreda a autoridades mexicanas. No podemos permitirlo con el pretexto de los derechos humanos.
1	Es increíble como un grupo de personas logran burlar y atacar nuestra soberanía, lo que acontece en la Frontera Sur ¡ES INADMISIBLE! ¡Asegure la Frontera Sur Señor Presidente! @EPN @SEGOB_mx #AristeguiEnVivo  #NoALaCaravanaMigrante #ProtejanLaFronteraSurDeMéxico
0	Es la idiosincrasia venezolana. Todos quieren tener un partido político y ser presidente. Aplaudo la coherencia de MCM @PrensaMCM, e insisto, debería apoyar la @ComVoluntarioSC Somos más para solicitar la aplicación del #TIAR para lograr la Asistencia Militar Internacional ????????
1	Es la última fachada q hizo @EPN a @lopezobrador_o y @AlfonsoDurazo. Nunca debieron cruzar como lo hicieron y hoy, como Tijuana, tienen una bola de maras, rateros, malagredecidos y groseros. Deben ser #RegresadosASuPais con ayuda del Ejército y como @realDonaldTrump; orden y resp
1	Es lo que se necesita en México.  Hay Mexicanos que necesitan mas apoyos y empleos, que un ilegal.  Deportación, a las caravanas de ilegales.  Hondureños, Guatemaltecos, Salvadoreños, etc., no te quiero en mi país. https://t.co/g7Rrd6JrU9
1	Es más que obvio que la #CaravanaDeMigrantes #HondurasHorde ya fue infiltrada por personal de inteligencia norteamericana, además, se lleva seguimiento satelital minuto a minuto. Por está razón .@realDonaldTrump sabe que en ella hay criminales de todas las clases.
1	Es mejor exigir y tumbar a un Gobierno que invadir otro país, ¿No creen? Quizás les hacen falta huevitos para poder realmente luchar por su familia y no huyendo a otros países. #CaravanaMigrante
1	Es neta? Otra caravana de migrantes????????
0	Es posible encontentarme con unas lays negras y un termo de café? Ojalá pudiera decir que no, pero si.
1	Es realmente espantoso el cruce hacia estados unidos por culpa de los migrantes hondureños, los q vivimos en frontera pagamos los platos rotos, gracias López Obrador 🤔😎
0	Es responsabilidad del Registro Civil en los municipios evitar que un migrante presente documentación falsa con la que pretenda obtener una identificación,aseguró el vocal ejecutivo del Instituto Nacional Electoral (INE) en Chiapas,Arturo de León Loredo. https://t.co/52hmr06Y1P
0	Es tan buena la medicina  cubana que su máximo éxito es la muerte del dictador genocida Shav3z  La verdad se cuenta sola
1	Es triste hasta donde tiene que llegar la #CaravanaDeMigrantes para tener una mejor calidad de vida, pero deben respetar México,  aquí no van a hacer lo mismo que en la frontera sur, nos están afectando a ambos países
1	Es un error dejar pasar a migrantes por territorio mexicano de manera ilegal. Muchos de ellos ahí se quedarán y posiblemente acaben uniéndose al crímen organizado como ya lo han venido haciendo.
0	Es un posicionamiento completamente lógico…. ¿Cuántos venezolanos han emigrado a México y a muchos otros países; en el transcurso de los gobiernos de Chávez y Maduro??? Por supuesto que AMLO es “non grato”
0	Es una lástima que la retórica actual nos lleve a la deshumanización.  Por cierto, qué haremos cuando sean cientos de miles de migrantes huyendo del clima de sus ciudades, de la falta de agua?
1	Es una locura contribuir con esas personas que evidentemente no van a la frontera con EEUU de gratis ni por sus propias iniciativas. NO están huyendo de sus países por que hay una guerra, por que hay una dictadura, un horror es lo que se vive en Venezuela.
0	Es una vergüenza Giamattei !  Se aprovecha de la necesidad de los guatemaltecos
1	es verdad, dejamos pasar a esos mugrosos hondureños como si estuvieran en su casa
1	Esas personas merecen todo mi respeto, pero considero que el meterse a un país sin documentos es un delito. Creo que deberían luchar y trabajar para sacar adelante a su país y no huir sin mirar todo lo que dejan. No estoy de acuerdo en la caravana y mucho menos que se queden aqui
1	Escribes solo MENTIRAS! Eres un esclavo del raiting. La caravana “maleante” entro a la fuerza a nuestro pais con lujo de violencia e insultos, solo se les trato como se le trata a un agresor
0	Escuelas de California se niegan a dar datos de estudiantes migrantes. Bien hecho. #IngatumareTrump
0	Ese we y cada día está más penjo y senil que atiendan los médicos cubanos a lo mejor no unas terapias de choque o lobotomia le sirva al país
1	Eso de la caravana migrante, está patrocinado por Trump, que genera miedo y es por las próximas elecciones ?? ????
0	Eso es piénsalo pokito para k no desslinien color blanco y negro
0	Eso fue en los 70’s y 80’s ¿qué música de izquierda hay actualmente? No me vayan a decir que Eugenia León, esa señora fue producto de televisa. Yo no conozco cantantes de izquierda en los últimos 10 años (que no sean Silvio y los demás cubanos) mexicana no yo conozco.
0	Eso fue una nalga la k tienen ahorita es la roja guerra civil von la blanco con negro rasgullada y pikos rosas y pikos de oro pintada rosa manchada con lodo se kemo está achichsrrada ahi en la nalga adentro y es la k botaria tenían k poner la escusa anaranjada y no lo isieron ja
1	Esos 25 mil guatemalteco,tendrán paso seguro,por los pasos fronterizos,colapsaron los hospitales y clínicas del IMSS,que ya tienen miles de carencias.
1	Esos nuevos políticos que se escuda tras ser muy patriotas se le olvido esta estrofa del himno nacional Mas si osare un extraño enemigo profanar con su planta tu suelo, piensa ¡Oh Patria querida! que el cielo un soldado en cada hijo te dio #NoCaravanaMigrante #NoAilegales
1	Esos pendejos que protegen a la #CaravanaMigrante... ¿Qué es lo que están esperando exactamente? Que se queden en nuestro país? ¿Qué podrían aportarnos? ¿Acaso son profesionistas con posgrados? Si hoy día se quejan de la delincuencia. Mañana será peor cuando estas personas entren
1	Esperemos y el gobierno se ponga las pilas, todo México y las demás países, que? No expulsan migrantes?  https://t.co/jcAr54pACU
0	Espero que los HDP de la #4T le hayan dicho a los 25mil hermanos guatemaltecos la verdad del #IMSS No hay ni aspirinas. El servicio es una mierda y no te garantizan atencion…
